,B Cell,Epithelium,Myeloid,T Cell,Other1,Other2,Other3,rho_Spearman,rho_Pearson
CID004754-1,0.001282125804851211,0.3208725757497152,0.00034132511284226566,0.11864385624311727,0.0889799421578294,0.08844802298118741,0.3814321519504572,0.7857255128059935,0.6278367229286838
CID004755-1,0.00021100219315051043,0.2742583097476105,0.00014903054646195392,0.15490371983214732,0.01665597328073952,0.291485685589305,0.2623362788105851,0.745657653924514,0.6170425872813183
CID004756-1,0.16890927003882214,0.028747669477603238,0.00032489254129718635,0.2590700108981077,0.11376335928431017,0.01780325814682892,0.41138153961303064,0.8077251215737147,0.6323804796918416
CID004757-1,0.023496075660239132,0.11828735060160347,0.00046297594040458593,0.22836274323579367,0.12208349335924767,0.03986149567358671,0.46744586552912476,0.7743854920933858,0.6154487558799885
CID004758-1,1.7288217284733467e-05,0.312123554560546,0.00011491513711649198,0.0001728223828978167,0.02339700376310725,0.18424620455139024,0.47992821138765746,0.7202790283480928,0.5387777698402346
CID005704-1,0.000736893597351599,6.461469158488516e-05,0.009974051454486068,0.07389826664765504,0.001632914938159512,0.44118235493853036,0.47251090373223253,0.7261578247376977,0.5035312439452674
CID005705-1,0.03739691382491743,0.0011173553700924354,0.006947325480225087,0.01674359218305805,0.0002457606949932171,0.24007622119353744,0.6974728312531763,0.743534493063137,0.5051762985143978
CID005706-1,0.0006625733313345625,0.012917641046453557,8.197474764764818e-05,0.11318891442586847,0.010564687042404632,0.13268690434072078,0.7298973050655704,0.7864265950159459,0.6104377370493821
CID005707-1,0.12581287350780815,8.833063349344527e-05,0.03690160166056809,0.11658809533505536,0.0015164074044451811,0.11564276853074135,0.6034499229278885,0.7661397931573174,0.5492361959060807
CID005708-1,0.56484584574941,5.3843284207277734e-05,0.012928661256678969,0.042940939432426675,2.0551078209016862e-05,0.13767406491047565,0.24153609428859246,0.8291148219299543,0.46714690129069414
CID005709-1,0.2334533765417877,0.08932384188773485,0.0020848285365846955,0.12543852396722877,0.03695910404094464,0.235030418206379,0.2777099068193404,0.7821191074331315,0.5950315106733499
CID005710-1,0.1429775059424333,0.028303849243334976,0.0005246959477073543,0.11923268855241517,0.06831298275680127,0.24155307003739557,0.39909520751991234,0.7979283701475066,0.6186074588808786
CID005711-1,0.00017450604941603257,0.06394563051006306,0.0002305787985859197,0.08777969785425879,0.04581491634069932,0.35935352625393513,0.44270114419304174,0.7862651376699535,0.5979914580354081
CID005712-1,0.037471550760508746,0.22367032041695842,7.3694050984178335e-06,0.15081666058310664,0.22460524041804372,0.010671855577888642,0.35275700283839534,0.7756811388291173,0.6020388128633964
CID005713-1,0.0071642175499106965,0.008840897953725472,0.0003347450752924105,0.03648272854152844,0.13301308563800746,0.03315075902773197,0.7810135662138036,0.7249975623685421,0.5271089452609202
CID005714-1,0.012338268443474392,0.03245206447734808,0.00013015491235313998,0.008446600781989552,0.113523969039063,0.3817618537144236,0.4513470886313482,0.7264250022969659,0.5050927241690998
CID005715-1,0.2496910687313626,0.0005612403072425362,0.008071258353395411,0.08613961090756225,3.121433895431058e-05,0.09180981991827794,0.5636957874432049,0.7546220028958267,0.458438169437293
CID005716-1,0.03660252157592326,0.11378088973230106,0.00013171519427406788,0.06840090174973332,0.2990711166589074,0.0725776073129588,0.4094352477759021,0.8041985400858652,0.5739214183914437
CID005717-1,0.055398354684841375,0.053956990337089505,0.00019543548341578233,0.07997443412069918,0.10334278708629835,0.34958680810013815,0.3575451901875177,0.7759786841565894,0.5742995069082375
CID005718-1,0.1844979166906381,0.05666154694092431,0.00029842351022416085,0.13506055258168456,0.03797535365072579,0.10340963366470526,0.4820965729610979,0.8013322488649116,0.6063787186472506
CID005719-1,5.729813291169337e-05,0.0031833590510485627,0.0003957652703144663,0.4146500464656773,0.0005458029621986471,0.1086970192302968,0.4724707088875525,0.7831272962257836,0.5451062879322542
CID005720-1,0.002552920990192453,0.0001801946936820968,0.0037078779496129287,0.03272064492939647,0.0012884798836757588,0.48104389442048284,0.47850598713295744,0.7620648827847502,0.5105801588950021
CID005721-1,0.0845227203888597,0.00011961144124704093,0.003375257897429184,0.0746435543718734,0.00030408745964493044,0.0266395312717443,0.8103952371692015,0.7421861647911541,0.545256163925529
CID005722-1,0.0011404297917264308,0.16676884899640398,0.00033529773845144325,0.10933955225813947,0.20118810486824226,0.18647276927518602,0.33475499707185036,0.7312532211558552,0.5866618146990314
CID005723-1,0.00026431800782289244,0.14711690932816252,1.666085143511081e-05,0.07710130250856467,0.04461170035086313,0.24353652602756617,0.4873525829255855,0.7138574103538223,0.6084836712126506
CID005724-1,0.0014024888928619989,0.05352494496944253,0.0003545992019732422,0.09109012412998858,0.053408163481070386,0.11439538096578104,0.6858242983588823,0.7405389742103738,0.5918681487892165
CID005725-1,0.001037154970168318,4.298194936656166e-05,0.0034191177843444697,0.20205046799940282,0.06862967509273178,0.24245728900119692,0.48236331320278913,0.7807827013857165,0.6111555965379595
CID005726-1,0.03867774807078966,0.003619618025922908,0.0002665687636070921,0.00027296120065268436,0.02472120401550805,0.3797485222722362,0.5526933776512835,0.7776975030035393,0.558872495127709
CID005727-1,0.06988510981126853,0.13884054114507294,4.212380245249353e-05,0.017596188207567337,0.22560123402136306,0.16200065080278833,0.3860341522094872,0.757081369133019,0.5875204988716236
CID005728-1,0.001988421190669444,0.2396123593312327,2.3726383601913444e-05,0.00045355806320835257,0.276025269540441,0.09868000022552936,0.3832166652653173,0.7227995329234459,0.5589825920342422
CID005729-1,0.0006867954228230647,0.24370499492929218,0.0001705095934516233,0.008009698176041741,0.01379668132678072,0.33704565176059303,0.39658566879101764,0.6876615039510736,0.5913081734327139
CID005730-1,0.003034399870099055,0.4116096644587067,1.2675499144842427e-05,0.0019465374403180337,0.09446502262279041,0.06215820521920423,0.4267734948897368,0.7529835968671496,0.6066339607480556
CID005731-1,0.10160565900042084,0.23895001913880587,0.0002656881966444883,0.01535540593543887,0.00045293725847955904,0.2549542435612222,0.38841604690898807,0.7416054937248401,0.6066829706199349
CID005732-1,0.19959698806318515,0.19532976042814976,0.0001147620441077518,0.06802524930545895,0.014218815092590988,0.10994660735457887,0.41276781771192844,0.79834345336667,0.6095182267547773
CID005733-1,0.0038683039478192927,0.08804275268025824,9.217810023076445e-05,0.06172922319140655,0.11219424601560778,0.2773710538186013,0.4567022422460762,0.7503485055956511,0.566392588686096
CID005734-1,0.0010963071865657573,0.4914127884597156,0.0002893265736818294,0.00015461608228032345,0.016593565903543717,0.37288542879899866,0.11756796699521402,0.6687291437110147,0.5694604850765284
CID005735-1,0.13497979962308926,0.23308870235605986,9.273930290778159e-06,0.0926421208662857,0.0006271372120444053,0.16264093628676607,0.376012029725464,0.7543700143953416,0.6288572802331469
CID005736-1,0.0030818155217315012,0.11776881684063881,2.915516248971997e-06,0.01686268232090542,0.24529731157466225,0.3027779390781558,0.31420851914765724,0.7188495932979774,0.5399866452894981
CID005737-1,0.021340382793008796,0.21057268773258406,0.0006452088132710409,0.03885367589956557,0.25659940370955836,0.037634566969531845,0.43435407408248033,0.711986225039162,0.5510509152492459
CID005738-1,0.10762000576986755,0.09349762209594616,0.0005446383784356939,0.11366876273902364,0.00012525578001460955,0.318585137364736,0.36595857787197644,0.7368003534633382,0.5912451596588139
CID005739-1,0.0020072970673754745,0.09039583836549633,7.001154116819467e-05,0.15420860257736302,0.12536835078333833,0.09321439946332137,0.5347355002019373,0.7223171696043671,0.5792577527769817
CID005740-1,0.002883202628335238,0.06956216429870629,6.910463704225951e-05,0.10294434767753965,0.12313229955113844,0.22668007982702934,0.4747288013802088,0.7457627242027195,0.5852259944394996
CID005741-1,0.005574441224787031,0.09042475978845636,0.0002990740656915334,0.012132313582857863,0.0031471903780682558,0.13062116424703876,0.7578010567131002,0.720771372693055,0.4872456581198954
CID005742-1,0.004196237088377108,0.2648222242955525,0.003803198437495151,0.00025006054656528264,0.12895926128125637,0.27573476551060255,0.32223425284015106,0.6599151952612925,0.5823068713544677
CID005743-1,0.5058294768170561,0.0002019834661248713,0.021170651256827062,0.09630167428294721,0.003149097841879284,0.0898445373044994,0.28350257903066606,0.8565446922316168,0.5930190112026666
CID005744-1,0.0004895452814580772,0.008803171995300079,0.0014478512660385315,0.08078080077941421,0.05644667079946079,0.24387938094525297,0.6081525789330754,0.810372391176824,0.5824494995842376
CID005745-1,0.04466673095434148,0.0002670518039670293,0.04297433208635885,0.18043538260458644,7.133226370161491e-05,0.25440428754606637,0.47718088274097825,0.8365790050250546,0.5906569010823931
CID005746-1,0.13370318355408964,0.05025980156552497,0.008307188500465754,0.14694083533551808,0.0008694772404874189,0.12883025629721678,0.5310892575066974,0.8030481799119383,0.6106245968393447
CID005747-1,0.0006771333482085444,0.0003548070657691214,0.00800374983482918,0.4066527224380867,0.00047612947563380745,0.3584800204386032,0.2253554373988693,0.840649935331576,0.6089393053849849
CID005748-1,0.1368425437792902,0.00016283728527919609,0.0072616507224000214,0.13842443109072192,0.0001374296683483248,0.3124190922757164,0.40475201517824394,0.8462445612254778,0.5930272950091757
CID005749-1,0.00028683731070965675,0.16474483271152635,2.3625009351559476e-05,0.15428066368245233,0.005578197252971305,0.2507611749922357,0.4243246690407531,0.7567331418354285,0.6152337545652705
CID005750-1,0.019236308765324745,0.06041411432870634,0.00029951551818091125,0.24772532963081662,2.4668002254741148e-05,0.2662058163617261,0.4060942473929907,0.8199617690562723,0.6382850385397493
CID005751-1,0.0012479701417510915,0.11634404515070204,0.004041559688605449,0.3555879658238528,0.06191608465907818,0.09761087988979072,0.3632514946462197,0.7598500649833166,0.6542510163932843
CID005752-1,0.29508846126629845,0.11851429562398982,5.8313368267361e-05,0.07108990791217866,0.17948563198828846,0.21640715783019224,0.11935623201078503,0.8224457104651001,0.5996184286569474
CID005753-1,0.0002569027563531126,0.08617654260487005,4.2992075614179195e-05,0.04467431819751195,0.27525662431267967,0.0467351148214836,0.5468575052314875,0.7181333088323639,0.55631467605798
CID005754-1,0.00013841400997060622,0.46870625797809634,8.161778788305767e-05,0.0002447605114085352,0.0892211841277574,0.059228078554700164,0.38237968703018393,0.7733870252696913,0.602291587465701
CID005755-1,0.0044191740884042775,0.01042507015434397,0.09049107883008199,0.3871078435225435,0.0005358225895455039,0.16668210839995895,0.34033890241512177,0.8215841729750507,0.6382823157698773
CID005756-1,0.1889954103259423,0.0002841514373274309,0.012232765166879517,0.12677229434535953,0.0005055996448639699,0.10946976960372733,0.5617400094758999,0.8449718288411755,0.6215851208409725
CID005757-1,0.026921103257608665,0.0002938914480159498,0.20443341360843117,0.33404075271092876,0.002892127470373949,0.211221657334401,0.22019705417024055,0.753550445111418,0.5728965932370181
CID005758-1,4.783413022619488e-05,0.12710929330610585,8.462120048391205e-05,0.012840235835031454,0.26783636022842383,0.1865527801002083,0.4055288751995204,0.7439645991149779,0.5487844508052225
CID005759-1,0.16087058359168424,5.532347836950831e-05,0.10462450857079389,0.3478315778176489,8.53091110995734e-05,0.27575326900981917,0.11077942842058469,0.873035231628415,0.6058502516856965
CID005760-1,0.012211413271669472,0.19871013312449012,0.00015449863739742524,0.026721187608674056,0.23898544891790738,0.21225999831338604,0.3109573201264755,0.7898231561462934,0.5862304615587641
CID005761-1,0.018668191574195542,0.03530331581202827,0.07843734795082925,0.31582400104051256,0.004966122554135846,0.017142617573537904,0.5296584034947607,0.7874041388491211,0.6339268437039526
CID005762-1,0.00019188326786776788,0.14117464607507701,0.0001429874790152584,0.07798396275628133,0.25177988372592486,0.2507289973682101,0.2779976393276236,0.7726827016941824,0.5824297674821128
CID005763-1,6.086121148371203e-05,0.016042273976501004,0.029248503796435864,0.1935548905111278,5.4950783310788744e-05,0.38353113848764236,0.37750738123349836,0.775037682872765,0.6275284590940731
CID005764-1,0.30899485445459396,1.7236715920188904e-05,0.07100704184003193,0.1593269001928491,9.477449812350746e-05,0.07805697038822026,0.38250222191026106,0.8227089995431704,0.5903725187534917
CID005765-1,0.001316005172939743,0.0004957235773327271,0.025968413744637056,0.11898609423397795,0.0319535274214839,0.004125046225648068,0.8171551896239806,0.8095269019709712,0.5891061260849955
CID005766-1,0.0005443215620626768,4.187666809209685e-05,0.013974214311147336,0.33400778142253895,0.008350064634976373,0.2055821620360821,0.43749957936510053,0.838436644261887,0.6414106851661794
CID005767-1,0.10781926789409293,0.06801736310899201,4.942217250801143e-05,0.09561892362128206,0.001476276911516256,0.22507744285329112,0.5019413034383176,0.7603315082877072,0.5911205801218383
CID005768-1,0.14710229282855894,0.00017281969487161096,0.0020601021179865154,0.3479411463120864,3.5304448496502096e-05,0.14397960854491648,0.3587087260530835,0.8492667378137125,0.6163920260728418
CID005769-1,0.02594831814219917,0.10979815402496904,7.970519835082461e-05,0.03864962960140057,0.14550601016167902,0.13099707370051317,0.5490211091708882,0.7066052847850008,0.5576484947101348
CID005770-1,0.004291029233285216,0.1890459388362054,0.0006833973977898627,0.0005189382037143896,0.08243291585846081,0.24395193261744322,0.479075847853101,0.7202128400495883,0.5612061251952657
CID005771-1,0.022945700728183513,0.0011671823301970593,0.0344161310683751,0.11633697494761128,0.003770126561104687,0.44575888707007455,0.3756049972944538,0.7554618979718893,0.5866211881783835
CID005772-1,0.002490205224361563,0.0007762190598350717,0.000544041470984184,0.05382585665638728,0.07407123690240278,0.39737050419642206,0.47092193648960706,0.8102111624746471,0.5786829076908636
CID005773-1,0.003062961435370676,0.12675905548595923,0.0062578481348698894,0.18343781834126968,0.05648347305016057,0.2673167745220524,0.3566820690303177,0.7324078829210073,0.5803315552206537
CID005774-1,0.000336365705243781,0.2186506880452553,1.4297166720454315e-05,0.018045598816236304,0.2711281731354872,0.14498644622169482,0.3468384309093621,0.742819558687251,0.5496287053778066
CID005775-1,0.0034178125671390624,0.03632707432732613,0.000281100048762584,0.21312731948845334,0.0022287804971931153,0.2688070790468808,0.47581083402424496,0.7125558914070009,0.6054673695822137
CID005776-1,0.056667983039738884,0.0233194583614157,4.31792412050177e-05,0.14872164011470737,0.11766573371990252,0.27480056120466406,0.37878144431836647,0.8013135351227869,0.62585635632014
CID005777-1,0.005569138751425745,0.13155677698809012,0.000952733582449394,0.09680628892012805,0.2719313397783128,0.18123027867445354,0.31195344330514024,0.7642740733518129,0.5848031913907453
CID005778-1,0.21621949184155537,0.08571346810093579,0.0015244253375900172,0.0451926530565604,0.02159415527126943,0.2462842317716616,0.38347157462042747,0.7699018302648527,0.6339976627433218
CID005779-1,0.0004411218229434377,0.16149953042247456,0.00402307484274766,0.12634405183929007,0.03577226443936705,0.33114428734932777,0.3407756692838494,0.7157183404539998,0.6068433686861775
CID005780-1,0.1123261696804192,0.07416691412703498,0.00015824562759080466,0.02814568762933058,0.1226702980161474,0.1924526640396364,0.4700800208798405,0.7550939635736549,0.6049422249698855
CID005781-1,2.3580585301652124e-05,0.21791848078794263,0.00010740702681553251,0.05702352383220694,0.2851959568997917,0.10270030744806022,0.33703074341988126,0.7198729126644009,0.5690373309443104
CID005782-1,0.00013509659153625888,0.24622794125971265,6.228753277144695e-05,0.0006631637708372696,0.0690109217495893,0.34759103139049974,0.33630955770505333,0.730854156156589,0.5702392644449661
CID006558-1,0.09052112463938967,0.03992432011820369,0.003828578157924537,0.29379778688095864,0.0003610649907863896,0.2661590799074974,0.3054080453052397,0.8217186958887845,0.6574806851629751
CID006559-1,0.30660972747734844,0.00925102207597752,0.0003065229613960189,0.26192326072807903,0.00018305076520513578,0.041842152717387275,0.3798842632746066,0.859937875221128,0.6215175178871118
CID006560-1,0.00014339587785541425,0.06347207530362485,9.0215667070446e-05,0.1521031833976758,0.1229694419689639,0.1968023110577068,0.46441937672710265,0.7946074145683814,0.6312530976793863
CID006560-2,0.0005717892059437387,0.016462874373091334,4.249297222006318e-05,0.14826720387195066,0.11658997414605594,0.22132292286406316,0.4967427425666751,0.7585893873557636,0.5741566523272398
CID006561-1,0.0014777256663022374,0.04189076327584619,0.00016205705974940858,0.06781806538756793,0.07758294564319937,0.30105195484287994,0.5100164881244549,0.7708875512211172,0.5551767276230656
CID006562-1,0.30352459529726805,0.011026268414867433,0.00019899916805688197,0.13670247148785428,0.00641910130835426,0.2362173121512744,0.3059112521723247,0.8302495402717325,0.6319073360970883
CID006563-1,0.28686029976942895,0.05654733941549006,3.8179392866199955e-05,0.1799887555014894,0.005683113155036801,0.12924533464164764,0.34163697812404087,0.7919754613367636,0.591309270771356
CID006564-1,0.07811617803490523,0.09637012312411677,8.494703668159363e-05,0.01385952285539204,0.07559726909985097,0.19302848299537176,0.5429434768536816,0.700177704818749,0.5916649829025492
CID006565-1,0.5844223942513077,8.302148602879592e-05,0.004120026196447759,0.17907525847495598,0.00021599558218203036,0.04995602170625568,0.18212728230282205,0.864051838951719,0.5671957930157053
CID006566-1,0.10343377211645441,0.00017680916607763168,0.00039738376390405835,0.274464625161117,0.00041013037588296677,0.09018440465893487,0.5309328747576291,0.8613905063765696,0.602743426731463
CID006567-1,0.09711366702392132,0.0115274974794548,3.261483217708269e-05,0.29173276923818525,0.002316039552780731,0.17053334788156374,0.4267440639919171,0.864328564836179,0.6061622006535882
CID006568-1,0.019328254761156845,2.5116133090531368e-05,0.0008544214704379292,0.47343764958861556,0.0002980689583827148,0.39351374698748043,0.11254274210083601,0.8914133082389665,0.6045891735391508
CID006569-1,0.0031220026073622243,0.057856682781741144,0.0005194853264819097,0.28202406307549793,0.06776321583247277,0.1384685679129782,0.4502459824634658,0.8295160300531192,0.6420628666710363
CID006570-1,0.03155138420239913,0.28383164435467645,8.682566152043287e-06,0.021685008821139284,0.05011137692990046,0.317041979505327,0.29576992362040566,0.7846294110579471,0.6228036219344448
CID006571-1,0.3264549109772782,0.00021539315917057692,0.00015079990752074523,0.19766063296325279,0.00027776591641373767,0.03460842284854451,0.4406320742278195,0.8326708167704192,0.6041708106266935
CID006572-1,0.06252613021670872,5.104603196994622e-05,3.404539490707882e-05,0.07952623300755148,0.002127973855667747,0.34777028796041853,0.5079642835327765,0.7666696431470599,0.5598967855682897
CID006573-1,0.00029870424575746495,0.09246003369596077,0.00104328157532145,0.03649478848195198,0.2043859004408526,0.2937541800638228,0.371563111496333,0.7534288399968903,0.5683707501142514
CID006574-1,0.07370616801277165,0.15628108671882543,2.0563307236589837e-05,0.04542235415375229,0.10158838663947134,0.284254152807451,0.3387272883604918,0.7829169906269097,0.6177324597603164
CID006575-1,0.00035657971984327477,0.001057041287589449,0.008161773384073645,0.22186290597714667,0.06871233931087115,0.15756630443788666,0.5422830558825892,0.8075145387619029,0.6047718954158461
CID006576-1,0.0218608262748079,0.00015225257503468986,0.000954518416703941,0.19974954533209308,0.039170494847460845,0.20851370658263987,0.5295986559712597,0.8040836519637291,0.6378726570645675
CID006577-1,0.16562003955727891,0.0006325828377034257,0.0004876035880594195,0.09517973599610874,0.00032675817504391916,0.33954898029199865,0.39820429955380693,0.7906033568353404,0.5448765167844651
CID006578-1,0.20047697863470848,0.0003859047154694538,0.007066553082577847,0.18145596530273436,0.00017425208643806922,0.12306039305637365,0.48737995312169813,0.7165302284458503,0.48145773319608265
CID006579-1,0.0988038978954182,0.0009086464940573514,0.0005714225791000691,0.12281920969197177,0.0006831795420571616,0.3019020320564416,0.47431161174095376,0.7709265553421014,0.5424553801173623
CID006580-1,0.05383170149965026,0.0017983938339955201,0.047840247651493785,0.24032783202065677,3.1256496958464376e-06,0.18538740966493708,0.47081128967957075,0.8591545333356417,0.6670252539933604
CID006581-1,0.04534825854069702,9.128668145896355e-05,0.007132999545343018,0.5108596179620277,0.0006864249611839518,0.15429539579068094,0.2815860165186084,0.7621503857812069,0.5826351800238827
CID006582-1,0.15665709710529332,0.001404382271640417,4.110427551487123e-06,0.13789817629036216,0.03051327892809399,0.18124944087921077,0.49227351409784775,0.7821701036765539,0.5985463623177693
CID006583-1,0.06730279568857704,0.00010522233175014887,0.0019929677278426364,0.2958209363933389,0.0005022086435269803,0.31389293052477424,0.3203829386901901,0.7931523288082203,0.561165925856094
CID006584-1,0.00022987528734798372,0.00027910880567069273,0.0004151034575672349,0.1914157284795201,0.03103344028779865,0.1821755005701407,0.5944512431119546,0.7589990388767395,0.5455412284964344
