,Epithelium,Myeloid,Stroma,T Cell,Other1,Other2,rho_Spearman,rho_Pearson
CID005093-1,0.006213437914737906,0.01040434605565109,0.5363724668211671,0.38274710598408984,0.04392490462723149,0.020337738597122502,0.9180090596221077,0.7886792858407117
CID005215-1,0.0007487775493026662,0.47844669775582754,0.0005512656064733066,0.48063261649932415,0.03856357090463543,0.0010570716844369118,0.7224810716365754,0.772666462525612
CID005217-1,0.16353446403620941,0.013411972747132352,0.23757000261046746,0.23981942882525445,0.12084060907811123,0.22482352270282513,0.852520432456945,0.6371171747260943
CID005219-1,1.2772317720115404e-05,0.06715886142058748,0.4282397598849636,0.20540886433135008,0.2983165369816418,0.0008632050637370231,0.8926161614878607,0.7887087402470029
CID005222-1,0.00207677608322629,0.19898733770786184,0.3964059651311019,0.3104803128679901,0.09017004527697653,0.0018795629328433833,0.8434377684936808,0.7795264309105358
CID005224-1,0.3894537850863254,0.0653070608547768,0.010962608436151973,0.03592941556249788,0.39017361637535647,0.10817351368489148,0.9170359796757604,0.8125068597928309
CID005225-1,0.07256833455173468,0.008125229621774368,0.2802734526097983,0.26952447867844387,0.10492761762671268,0.2645808869115361,0.8902973312318009,0.5600516632743425
CID005416-1,0.00025155510175329013,0.0013600459224391314,0.4402505190063676,0.22687328191569875,0.33063566623376334,0.000628931819977931,0.9022810780255042,0.7970072487135412
CID005418-1,0.7689693318543603,0.02071379995367934,0.0270763128245425,0.001727660688002407,0.17744170640320195,0.004071188276213453,0.9317978576825636,0.8865527590368512
CID005420-1,0.0008348264288489563,0.04908021435453663,0.8379787343545291,0.09466134331802037,0.014848925479272197,0.002595956064792772,0.7899480723839496,0.6884499854979655
CID005422-1,0.21838908129855983,0.001651412769248051,0.23674684296290968,0.1446128272552823,0.1576939929173594,0.24090584279664076,0.8607271658696872,0.7077446622330079
CID005424-1,0.250553486110152,0.02055463854723092,0.1987915816663438,0.23485373548877297,0.19278399782462485,0.10246256036287552,0.877785536546572,0.7527867955048987
CID005425-1,0.10128456819645769,0.16626797804457488,0.07102361048980362,0.05557193644870108,0.1784398913976523,0.42741201542281043,0.7707052488669976,0.599879098559202
CID005614-1,0.06641809801035901,0.08998582657352625,0.27845530533853063,0.15315889809133665,0.09783768884507342,0.31414418314117404,0.9025624544995441,0.7277569995260713
CID005616-1,0.2431688927763104,0.038663181050136775,0.271814255819916,0.21521329330377015,0.2235725203075158,0.007567856742350969,0.8782555466380096,0.7665814537697309
CID005618-1,0.00021891379650913997,0.04727232223716312,0.37716386022106213,0.24025137035905,0.33457374027306325,0.0005197931131524358,0.8525349257954375,0.7416627326831466
CID005620-1,0.004863976506157045,0.19322466700541868,0.3539604414291969,0.3512319454591845,0.09314188825399589,0.0035770813460469686,0.8600809334234052,0.6697183675851767
CID005844-1,0.0013956125324567146,0.12201449509441886,0.39025261951893836,0.08893326818617224,0.3822788813602235,0.015125123307790403,0.8943541488451668,0.7471081495895875
CID005845-1,0.2722587015651202,0.0009960898854941478,0.004869108356905191,0.6359958210880917,0.08446727701429532,0.0014130020900934238,0.8114049513311702,0.7162440450059874
CID005860-1,0.003012010834534497,0.0027519271865393395,0.443963660179835,0.2065674644263447,0.32299723038541994,0.020707706987326553,0.9231074775889979,0.826729269666251
CID005868-1,0.4519254304108866,0.0394951640948947,0.4177074855093451,0.002318187644563009,0.06772625725042086,0.02082747508988968,0.7718617262842946,0.7033720804127844
CID005874-1,0.07681422528264398,0.0940380887514929,0.23319213040329073,0.20153261009678378,0.049964402825382295,0.3444585426404063,0.8940934469585661,0.6890951232253467
CID005875-1,0.06730380857167785,0.001867512253926659,0.2742706104702299,0.32284402575993987,0.04239480952930573,0.29131923341492005,0.8594615918272959,0.7368986483015614
CID006320-1,0.030721364325865395,0.06513577526551904,0.28927263576507656,0.32052739419243054,0.24920414941430163,0.04513868103680696,0.8571479166530028,0.7346395164451803
CID006322-1,0.20388921204505,0.0007400077238172614,0.32146443308450534,0.14506762633847128,0.26827113161669053,0.06056758919146556,0.9200865546442979,0.7419523142847078
CID006328-1,0.12548732162016019,0.003524289493651869,0.40938212589765866,0.11087582527081954,0.27952641700134656,0.0712040207163631,0.8617636844495499,0.7227124910152475
CID006331-1,0.012871428998931778,0.2583564175885169,0.22553630954439352,0.35128392711204287,0.12519252997540017,0.026759386780714666,0.8473168011100077,0.7066689865417538
CID006336-1,0.1036778074529439,0.0005581292019643399,0.2993322818683293,0.17457384912731813,0.34475175651492757,0.07710617583451683,0.9285713348767963,0.7130243068521804
CID006340-1,0.004513296074779034,0.19253225195072732,0.29451770357201446,0.29637870112972886,0.20308525671510408,0.008972790557646297,0.8427556715703314,0.7406372910788365
CID006468-1,0.3024542634387232,0.05367808293572868,0.023894247455110297,0.38524042293814437,0.17408527447410135,0.060647708758192156,0.7672874185518208,0.47452901007719905
CID006469-1,0.2567796242581065,0.004027993285866351,0.05607480870405078,0.3270991309819617,0.27563692893089475,0.08038151383911984,0.8608892370165006,0.706957158997014
CID006478-1,0.05315585716200779,0.021406946297634476,0.39183268841374536,0.35482950251873013,0.038257629202266386,0.1405173764056159,0.8647454269992326,0.7192425943503407
CID006480-1,0.03185003375345376,0.008317947198500528,0.18017625433922024,0.3455892273540174,0.2672837743676291,0.16678276298717878,0.8045053255886714,0.6837043837754329
CID006484-1,0.06689486743123468,0.002095630486399401,0.19986459941622026,0.2806912532487162,0.30750599794358824,0.14294765147384128,0.7982395212780168,0.7058335850442369
CID006486-1,0.0008693560630111348,0.08738140494720138,0.19990078917646112,0.37918708016082614,0.05554823729247744,0.27711313236002283,0.8151016482782573,0.6652436929714514
CID006493-1,0.07051909004399397,0.06440700040782028,0.37557982314683036,0.3755556874072322,0.03364395494178414,0.0802944440523391,0.8823444554270297,0.6857748378382627
CID006494-1,0.007818796195385136,0.009813863529086215,0.26418676022019666,0.2260551438239928,0.2870299954459744,0.2050954407853648,0.8525804907162674,0.6698130579982977
CID006494-2,0.17549696575699228,0.004636578634129926,0.25784013805750255,0.1415328878817988,0.1357309664183534,0.28476246325122306,0.773868567464258,0.6189103824262964
CID006515-1,0.16099193466769712,0.012969046006939532,0.15239526730912176,0.4902306531287767,0.17575521408600453,0.007657884801460338,0.7672203102399122,0.6572324017813577
CID006527-1,0.00032263397627316334,0.0016480071923300136,0.6613843799146385,0.16441207032889593,0.1657491403309379,0.006483768256924435,0.8971311196659094,0.7402726826271097
CID006542-1,0.12685519691844024,0.002742227406870205,0.22263504718575872,0.4863902369654656,0.1248036094986153,0.03657368202484993,0.8286611879570003,0.7561550440626822
CID006544-1,0.1451197124824283,0.0014336918008480398,0.3205410987196958,0.23712687077347144,0.2112683589502579,0.08451026727329851,0.7772097250624859,0.5814834173725651
CID006548-1,0.0007207395297577741,0.14815102665461377,0.3060569259915493,0.27921628656951936,0.26443404879442967,0.0014209724601301815,0.7962962962962963,0.6295021883759031
CID006551-1,0.013767188367533446,0.00424748775772855,0.3361001916946764,0.4374964399453093,0.053836606013898676,0.15455208622085362,0.8180811557139553,0.6944550736079637
CID007329-1,0.025631219094298816,0.019631515652263096,0.5101170365107077,0.25120144254896043,0.04630672326602603,0.14711206292774395,0.8651537413512143,0.7349413608351488
CID007330-1,0.002272546364157693,0.07189464476339771,0.3011432849627967,0.4169041320453716,0.04330436593176609,0.16448102593251018,0.8391820051825929,0.6904474637569753
CID007338-1,0.04824404803440784,0.0926937885858664,0.2221923044022397,0.2228313633134856,0.18197634105212362,0.23206215461187682,0.8677020548169816,0.7176059665426661
CID007346-1,0.2194389833058413,0.0006919799621109261,0.2317507036434219,0.22757389630749428,0.3072857254524541,0.013258711328677517,0.9339700264472526,0.7263610607171809
CID007352-1,0.06296922120962252,1.4043630365131764e-05,0.26789343413829564,0.18949029846259918,0.29215301853970993,0.1874799840194077,0.7720838491151225,0.6480518966713218
CID007358-1,0.0045634573364504,0.14985182139170777,0.27194898853813604,0.3049628859007489,0.050257639859580434,0.2184152069733765,0.8057886417745014,0.6469430866662886
CID007659-1,0.06891465588348748,0.02947136064112861,0.01527884174273332,0.27695651028126655,0.262604923324123,0.3467737081272611,0.8243715438249674,0.708932366265082
CID007661-1,0.048474645239228134,0.01942526953033601,0.07702273235523861,0.1660765982044202,0.22569208391534218,0.4633086707554348,0.8642312308570155,0.6411749403148397
CID007664-1,0.19483634373964226,0.017690589003981804,0.3243095368964179,0.19645936708314987,0.1625622493123679,0.10414191396444017,0.8727679361977031,0.6905318972650184
CID007665-1,0.051314600072613036,0.033602461702334795,0.2919094069015848,0.22352432196806232,0.15398060731656818,0.2456686020388368,0.8095129965538429,0.6270257375434976
CID007666-1,0.00387565402165233,0.12686852375551483,0.24392260293065696,0.27082851549802467,0.23014310699291315,0.12436159680123805,0.8028136620834511,0.611547392936304
CID007667-1,0.1496008207669462,0.00902761713137445,0.10325266964530029,0.37653474680051874,0.34031993607230243,0.021264209583557923,0.8493798820759357,0.641436453923646
CID007672-1,0.010315962710997797,0.12758382044927566,0.35669369422707364,0.16392291975817788,0.2881705134305198,0.053313089423955316,0.7930597813135596,0.6628219220593122
CID007676-1,0.12363632229112813,0.012407312626239626,0.3203877464392853,0.18784411150453487,0.044286828859415914,0.3114376782793962,0.856728024158224,0.679835970713799
CID007681-1,0.364747526040999,0.003037343719515503,0.049562404543620625,0.3284841291499157,0.2326591439196924,0.021509452626256826,0.8543263964950712,0.7609163985933233
CID007688-1,0.34253012589428744,0.0001261980658745714,0.1818507007769357,0.06169049623874114,0.376689125500845,0.03711335352331611,0.7826489533011272,0.6683889502302274
CID007694-1,0.2821257906204095,0.001790009838377572,0.12205391181994603,0.28816226419755103,0.30319760319547306,0.0026704203282429486,0.8733710896802288,0.7125953095900599
CID007697-1,0.012272272874903137,0.0007511144508936633,0.35292412205389945,0.15917511386266145,0.34063049802300865,0.13424687873463362,0.9108105803726609,0.7424892442227508
CID007704-1,0.028850442246079713,0.0007478832957741098,0.30276989452504316,0.39639374844666997,0.10127082123028482,0.16996721025614822,0.7758713374454808,0.5906857504147905
CID007707-1,0.30450840617991126,0.02001242464548688,0.15463767232638428,0.23993703905254812,0.01777235903814667,0.2631320987575228,0.8534902358881201,0.7373993832395035
CID007825-1,0.2866607036032995,0.002992874863583509,0.0027580593391475323,0.42582841627404633,0.27560696075587976,0.006152985164043381,0.920373054548078,0.7885393966017091
CID007827-1,0.20833566772982828,0.011120020237925616,0.07368230329222526,0.3996720524332345,0.282797658962836,0.024392297343950355,0.8690905624207694,0.7912998934570677
CID007829-1,0.00015256072426089235,0.12945957807534567,0.27545252019037597,0.304164685904861,0.2902260400990037,0.0005446150061527522,0.7919070499498451,0.7103677478357396
CID007845-1,0.0625736483099379,0.053002086044,0.2606404716535866,0.2821011923372314,0.1780938807754357,0.16358872087980836,0.8236262121657362,0.6018611163435844
CID007847-1,0.13431976604939586,0.007554045874437897,0.26993670644937223,0.3184858806511368,0.2496031504057198,0.02010045056993745,0.8977185905484466,0.7270053400168458
CID007849-1,0.1401880557965313,0.033485681777320565,0.13479609440383888,0.21189916752912358,0.22027881145658315,0.2593521890366025,0.8546005469892636,0.7144346397114084
CID008109-1,0.21352022105964477,0.08903566329114565,0.0309879723018438,0.3222879334450781,0.2743947813087322,0.06977342859355547,0.8528891619693854,0.7433250498565419
CID008114-1,0.0009343809487226103,0.14392579568592384,0.13400245523392612,0.2600936816866149,0.27233068510929137,0.18871300133552116,0.8134963370083492,0.6737406231275477
CID008122-1,0.24044662981204282,0.008289613576003978,0.20193031039004714,0.1911584114067385,0.30286806229748375,0.05530697251768373,0.8015057553438519,0.6854542586797485
CID008457-1,0.00027020056930216043,0.06166519563750821,0.46387435128373183,0.23612269555945717,0.23739693961705993,0.0006706173329407069,0.8325602274427653,0.6729182177156461
CID008459-1,0.15787509325561033,0.0674660688256369,0.24171384968071685,0.11675820440889634,0.1679093134217744,0.24827747040736517,0.8452889161969386,0.6941732626787457
CID008460-1,0.01615280880801917,0.00038202502826499535,0.37013820607849207,0.07861951181573186,0.1752581008526689,0.35944934741682305,0.796076837421196,0.6429003453636836
